Time: 2018-08-14 00:10:33
Path of this file: /Users/audrey/GitProjects_2016/Projects/DeveloperVersion/lxa5/linguistica_wordvec/datasets/lxa_outputs/stems_to_signatures.txt

System info:
=============================================
System: Darwin
Node: audreyxvi.local
Release: 17.5.0
Version: Darwin Kernel Version 17.5.0: Mon Mar  5 22:24:32 PST 2018; root:xnu-4570.51.1~1/RELEASE_X86_64
Machine: x86_64
Processor: i386
Python version: 3.5.2

Packages:
=============================================
Linguistica 5.1.0-dev
SciPy 0.19.1
NumPy 1.13.1
NetworkX 1.11

Linguistica parameters:
=============================================
{'keep_case': 0,
 'max_affix_length': 4,
 'max_word_tokens': 0,
 'max_word_types': 7000,
 'min_context_count': 3,
 'min_sig_count': 5,
 'min_stem_length': 4,
 'n_eigenvectors': 6,
 'n_neighbors': 9,
 'suffixing': 1}

Input file information:
=============================================
Path: /Users/audrey/GitProjects_2016/Projects/DeveloperVersion/lxa5/linguistica_wordvec/datasets/english-brown.txt
Number of word types: 48781
Number of word tokens: 1145632

Results:
=============================================
Stems to signatures

\begin{tabular}{lll}
\toprule
Index      & Stems           & Signatures \\
8558       & stimulate       & NULL/d/s \\
8559       & stimulati       & ng/on/ons \\
8560       & stimulation     & NULL/s \\
8561       & stipulate       & NULL/s \\
8562       & stirring        & NULL/ly/s \\
8563       & stitch          & NULL/ed/es \\
8564       & stitche         & d/s \\
8565       & stockholder     & NULL/s \\
8566       & stocking        & NULL/s \\
8567       & stoic           & NULL/ism/s \\
8568       & stoke           & d/r \\
8569       & stol            & e/l \\
8570       & stole           & NULL/n \\
8571       & stolid          & NULL/ly \\
8572       & stomach         & NULL/s \\
8573       & stomp           & ed/ing \\
8574       & stoop           & NULL/ed/ing \\
8575       & stopover        & NULL/s \\
8576       & stoppage        & NULL/s \\
8577       & stoppe          & d/r \\
8578       & stored          & -up/NULL \\
8579       & storehouse      & NULL/s \\
8580       & storie          & d/s \\
8581       & storm           & NULL/ed/ing/s/y \\
8582       & storyline       & NULL/s \\
8583       & storyteller     & 's/NULL \\
8584       & stout           & 's/NULL/ly \\
8585       & stove           & NULL/s \\
8586       & straddl         & ed/ing \\
8587       & straf           & e/ing \\
8588       & straggl         & e/ed/ers/ing \\
8589       & straggle        & NULL/d/rs \\
8590       & straight-arm    & NULL/ed \\
8591       & straighten      & NULL/ed/ing/s \\
8592       & strainin        & '/g \\
8593       & strait          & NULL/s \\
8594       & stram           & 's/NULL \\
8595       & strand          & NULL/ed/ing/s \\
8596       & stranger        & 's/NULL/s/s' \\
8597       & strangers       & '/NULL \\
8598       & strap           & NULL/ped/ping/s \\
8599       & strapp          & ed/ing \\
8600       & strat           & a/um \\
8601       & stratagem       & NULL/s \\
8602       & strategic       & NULL/ally \\
8603       & stratif         & ied/y \\
8604       & stravinsky      & 's/NULL \\
8605       & straw           & NULL/s \\
8606       & stray           & NULL/ed/s \\
8607       & streak          & NULL/ed/s \\
8608       & streame         & d/r \\
8609       & streamline      & d/r \\
8610       & streams         & NULL/ide \\
8611       & streetcar       & NULL/s \\
8612       & strengthen      & NULL/ed/ing/s \\
8613       & strenuous       & NULL/ly \\
8614       & stresse         & d/s \\
8615       & stretche        & d/r/s \\
8616       & strid           & e/es/ing \\
8617       & stride          & NULL/s \\
8618       & strik           & e/es/ing \\
8619       & strike          & NULL/s \\
8620       & striking        & NULL/ly \\
8621       & strindberg      & 's/NULL \\
8622       & string          & NULL/ed/ing/s/y \\
8623       & stripe          & NULL/d/s \\
8624       & strippe         & d/rs \\
8625       & strive          & NULL/n/s \\
8626       & striving        & NULL/s \\
8627       & stro            & ng/ve \\
8628       & strok           & e/ed/es/ing \\
8629       & stroke          & NULL/d/s \\
8630       & stroll          & NULL/ed/ing \\
8631       & stronge         & r/st \\
8632       & stropp          & ed/ing \\
8633       & stru            & ng/t \\
8634       & structural      & NULL/ly \\
8635       & structure       & NULL/d/s \\
8636       & struggl         & e/ed/es/ing \\
8637       & struggle        & NULL/d/s \\
8638       & strutt          & ed/ing \\
8639       & stubblefield    & NULL/s \\
8640       & stubborn        & NULL/ly/ness \\
8641       & stuck           & -up/NULL \\
8642       & student         & 's/NULL/s/s' \\
8643       & students        & '/NULL \\
8644       & studie          & d/s \\
8645       & studious        & NULL/ly \\
8646       & study           & NULL/ing \\
8647       & stuff           & NULL/ed/ing/y \\
8648       & stumbl          & e/ed/es/ing \\
8649       & stumble         & NULL/d/s \\
8650       & stunn           & ed/ing \\
8651       & stunning        & NULL/ly \\
8652       & stunt           & NULL/s \\
8653       & stup            & id/or \\
8654       & stupidit        & ies/y \\
8655       & sturley         & 's/NULL \\
8656       & stylist         & NULL/ic \\
8657       & styrene         & 's/NULL/s \\
8658       & suav            & e/ity \\
8659       & subconscious    & NULL/ly \\
8660       & subdivision     & NULL/s \\
8661       & subdu           & e/ed/es/ing \\
8662       & subdue          & NULL/d/s \\
8663       & subjective      & NULL/ly \\
8664       & subjectivist    & NULL/s \\
8665       & subjects        & '/NULL \\
8666       & subjugat        & e/ion \\
8667       & sublime         & NULL/d \\
8668       & submarine       & NULL/rs/s \\
8669       & submerg         & ed/ing \\
8670       & submissi        & on/ons/ve \\
8671       & submission      & NULL/s \\
8672       & submit          & NULL/s/ted/ting \\
8673       & submitt         & ed/ing \\
8674       & subordinate     & NULL/d/s \\
8675       & subpena         & ed/s \\
8676       & subpoena        & NULL/s \\
8677       & subroutine      & NULL/s \\
8678       & subscrib        & e/ed/ers/ing \\
8679       & subscribe       & NULL/d/rs \\
8680       & subsection      & NULL/s \\
8681       & subsequent      & NULL/ly \\
8682       & subservien      & ce/t \\
8683       & subside         & NULL/d \\
8684       & subsidiar       & ies/y \\
8685       & subsidize       & NULL/d \\
8686       & subsisten       & ce/t \\
8687       & subspace        & NULL/s \\
8688       & substan         & ce/ces/tial \\
8689       & substance       & NULL/s \\
8690       & substantial     & NULL/ly \\
8691       & substantiate    & NULL/s \\
8692       & substantive     & NULL/ly \\
8693       & substitut       & e/ed/es/ing/ion/ions \\
8694       & substitute      & NULL/d/s \\
8695       & substituti      & ng/on/ons \\
8696       & substitution    & NULL/ary/s \\
8697       & substrate       & NULL/s \\
8698       & subsystem       & NULL/s \\
8699       & subtend         & ed/s \\
8700       & subtlet         & ies/y \\
8701       & subtracti       & ng/on \\
8702       & subtype         & NULL/s \\
8703       & suburbanite     & NULL/s \\
8704       & subversi        & on/ve/ves \\
8705       & subversive      & NULL/s \\
8706       & subvert         & ed/ing \\
8707       & subway          & NULL/s \\
8708       & succeed         & NULL/ed/ing/s \\
8709       & successful      & NULL/ly \\
8710       & successi        & on/ve/vely \\
8711       & successive      & NULL/ly \\
8712       & successor       & NULL/s/ship \\
8713       & successors      & NULL/hip \\
8714       & succinct        & NULL/ly \\
8715       & succumb         & NULL/ed/ing \\
8716       & suck            & NULL/ed/ers/ing \\
8717       & sucke           & d/rs \\
8718       & suds            & NULL/ing \\
8719       & suffere         & d/r/rs \\
8720       & sufferer        & NULL/s \\
8721       & suffering       & NULL/s \\
8722       & sufficien       & cy/t/tly \\
8723       & sufficient      & NULL/ly \\
8724       & suffix          & NULL/es \\
8725       & suffocat        & ed/ing/ion \\
8726       & suffocati       & ng/on \\
8727       & suffuse         & NULL/d \\
8728       & sugar           & NULL/ed \\
8729       & suggest         & NULL/ed/ing/ion/ions/ive/s \\
8730       & suggesti        & ng/on/ons/ve \\
8731       & suggestion      & NULL/s \\
8732       & suicide         & NULL/s \\
8733       & suitabl         & e/y \\
8734       & suitcase        & NULL/s \\
8735       & suitor          & NULL/s \\
8736       & sukarno         & 's/NULL \\
8737       & sulamit         & e/h \\
8738       & sulki           & ly/ng \\
8739       & sulky           & 's/NULL \\
8740       & sullen          & NULL/ly \\
8741       & sulphur         & NULL/ed \\
8742       & sultan          & NULL/e/s \\
8743       & sulzberger      & 's/NULL \\
8744       & summariz        & e/ed/es/ing \\
8745       & summarize       & NULL/d/s \\
8746       & summat          & e/ion \\
8747       & summe           & d/r/r's/rs \\
8748       & summi           & ng/t \\
8749       & summit          & NULL/ry \\
8750       & summon          & NULL/ed/s \\
8751       & sun'            & ll/s \\
8752       & sunburn         & NULL/t \\
8753       & sunday          & 's/NULL/s \\
8754       & sunshin         & e/y \\
8755       & sunt            & NULL/an \\
8756       & super-set       & NULL/s \\
8757       & superb          & NULL/ly \\
8758       & superficial     & NULL/ity/ly \\
8759       & superimpos      & e/ed/es/ing \\
8760       & superimpose     & NULL/d/s \\
8761       & superintendent  & 's/NULL/s \\
8762       & superior        & NULL/ity/s \\
8763       & superlative     & NULL/s \\
8764       & supermarket     & NULL/s \\
8765       & supernatural    & NULL/ism \\
8766       & superstition    & NULL/s \\
8767       & supervise       & NULL/d/s \\
8768       & supervisi       & ng/on \\
8769       & supervisors     & '/NULL \\
8770       & supine          & NULL/ly \\
8771       & supper          & NULL/s \\
8772       & supplant        & NULL/ed/ing \\
8773       & supplementa     & l/ry \\
8774       & supplie         & d/r/rs/s \\
8775       & supplier        & NULL/s \\
8776       & supply          & NULL/ing \\
8777       & supporte        & d/r/rs \\
8778       & supporter       & NULL/s \\
8779       & supporti        & ng/ve \\
8780       & suppose         & NULL/d/dly/s \\
8781       & supposed        & NULL/ly \\
8782       & suppress        & NULL/ed/ion \\
8783       & supranational   & NULL/ism \\
8784       & supreme         & NULL/ly \\
8785       & surcliffe       & NULL/s' \\
8786       & sure            & NULL/ly \\
8787       & surfactant      & NULL/s \\
8788       & surfeit         & NULL/ed \\
8789       & surgeon         & NULL/s \\
8790       & surmise         & NULL/d/s \\
8791       & surmount        & NULL/ed \\
8792       & surpass         & NULL/ed \\
8793       & surplus         & NULL/es \\
8794       & surpris         & e/ed/es/ing \\
8795       & surprise        & NULL/d/s \\
8796       & surprising      & NULL/ly \\
8797       & surrealis       & m/t/ts \\
8798       & surrealist      & NULL/s \\
8799       & surrender       & NULL/ed/ing \\
8800       & surreptitious   & NULL/ly \\
8801       & surrounding     & NULL/s \\
8802       & survival        & NULL/ist/ists/s \\
8803       & survivalist     & NULL/s \\
8804       & survive         & NULL/d/s \\
8805       & survivor        & NULL/s/s' \\
8806       & survivors       & '/NULL \\
8807       & susan           & 's/NULL \\
8808       & susie           & 's/NULL \\
8809       & suspect         & NULL/ed/ing/s \\
8810       & suspende        & d/rs \\
8811       & suspension      & NULL/s \\
8812       & suspicio        & n/ns/us/usly \\
8813       & suspicion       & NULL/s \\
8814       & suspicious      & NULL/ly \\
8815       & sustain         & NULL/ed/ing/s \\
8816       & suvorov         & 's/NULL \\
8817       & swadesh         & 's/NULL \\
8818       & swagger         & ed/ing \\
8819       & swallow         & NULL/ed/ing/s \\
8820       & swamp           & NULL/ed/ing/s/y \\
8821       & swank           & NULL/y \\
8822       & swarm           & NULL/ed/ing/s \\
8823       & sway            & NULL/ed/ing \\
8824       & swear           & NULL/ing/s \\
8825       & sweate          & d/r/rs \\
8826       & sweater         & NULL/s \\
8827       & sweden          & 's/NULL \\
8828       & sweeney         & NULL/s \\
8829       & sweep           & NULL/ing/ings \\
8830       & sweeping        & NULL/ly/s \\
8831       & sweete          & r/st \\
8832       & sweetheart      & NULL/s \\
8833       & swell           & NULL/ed/ing/ings/s \\
8834       & swelling        & NULL/s \\
8835       & swerv           & e/ed/ing \\
8836       & swerve          & NULL/d \\
8837       & swimmers        & '/NULL \\
8838       & swindl          & ed/ing \\
8839       & swingin         & '/g \\
8840       & swip            & e/ed/ing \\
8841       & swipe           & NULL/d \\
8842       & swirl           & NULL/ed/ing \\
8843       & switch          & NULL/ed/es/ing \\
8844       & switche         & d/s \\
8845       & swivel          & NULL/s \\
8846       & swoop           & NULL/ed/ing/s \\
8847       & sword           & NULL/e/s \\
8848       & sycophant       & ic/s \\
8849       & sycophantic     & NULL/ally \\
8850       & syllable        & NULL/s \\
8851       & sylvan          & NULL/ia \\
8852       & symbolic        & NULL/al/ally \\
8853       & symbolical      & NULL/ly \\
8854       & symbolis        & m/ts \\
8855       & symboliz        & e/ed/es/ing \\
8856       & symbolize       & NULL/d/s \\
8857       & symmetr         & ic/ical/y \\
8858       & symmetric       & NULL/al/ally \\
8859       & symmetrical     & NULL/ly \\
8860       & sympathetic     & NULL/ally \\
8861       & sympathiz       & e/ed/ing \\
8862       & sympathize      & NULL/d \\
8863       & symphoni        & c/es \\
8864       & symphony        & 's/NULL \\
8865       & symptom         & NULL/atic/s \\
8866       & synagogue       & NULL/s \\
8867       & synchronize     & NULL/d/rs \\
8868       & synergis        & m/tic \\
8869       & syntactic       & NULL/al/ally \\
8870       & syntactical     & NULL/ly \\
8871       & synthe          & sis/tic \\
8872       & synthesis       & NULL/ed \\
8873       & synthesize      & NULL/d/s \\
8874       & synthetic       & NULL/s \\
8875       & syria           & NULL/n/ns \\
8876       & syrian          & NULL/s \\
